FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,MARITAL_STATUS,Stato civile,Tempo (TIME_PERIOD),Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y50,50 anni,99,Totale,2023,476472,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y51,51 anni,99,Totale,2023,482685,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y52,52 anni,99,Totale,2023,477896,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y53,53 anni,99,Totale,2023,490749,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y54,54 anni,99,Totale,2023,486960,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y55,55 anni,99,Totale,2023,489725,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y56,56 anni,99,Totale,2023,492662,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y57,57 anni,99,Totale,2023,491233,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y58,58 anni,99,Totale,2023,497652,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y59,59 anni,99,Totale,2023,468467,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y60,60 anni,99,Totale,2023,452536,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y61,61 anni,99,Totale,2023,443210,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y62,62 anni,99,Totale,2023,428559,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y63,63 anni,99,Totale,2023,416976,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y64,64 anni,99,Totale,2023,398452,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y65,65 anni,99,Totale,2023,393494,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y66,66 anni,99,Totale,2023,384653,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y67,67 anni,99,Totale,2023,376658,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y68,68 anni,99,Totale,2023,370081,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y69,69 anni,99,Totale,2023,351087,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y70,70 anni,99,Totale,2023,345131,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y71,71 anni,99,Totale,2023,342402,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y72,72 anni,99,Totale,2023,352672,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y73,73 anni,99,Totale,2023,352094,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y74,74 anni,99,Totale,2023,365225,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y75,75 anni,99,Totale,2023,352934,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y76,76 anni,99,Totale,2023,349678,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y77,77 anni,99,Totale,2023,266926,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y78,78 anni,99,Totale,2023,271183,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y79,79 anni,99,Totale,2023,270025,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y80,80 anni,99,Totale,2023,262849,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y81,81 anni,99,Totale,2023,259038,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y82,82 anni,99,Totale,2023,277199,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y83,83 anni,99,Totale,2023,263259,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y84,84 anni,99,Totale,2023,245218,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y85,85 anni,99,Totale,2023,215135,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y86,86 anni,99,Totale,2023,190403,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y87,87 anni,99,Totale,2023,181089,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y88,88 anni,99,Totale,2023,161696,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y89,89 anni,99,Totale,2023,141340,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y90,90 anni,99,Totale,2023,122465,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y91,91 anni,99,Totale,2023,105894,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y92,92 anni,99,Totale,2023,94138,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y93,93 anni,99,Totale,2023,71772,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y94,94 anni,99,Totale,2023,56802,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y95,95 anni,99,Totale,2023,43936,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y96,96 anni,99,Totale,2023,32626,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y97,97 anni,99,Totale,2023,23767,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y98,98 anni,99,Totale,2023,16723,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y99,99 anni,99,Totale,2023,11695,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,Y_GE100,100 anni e più,99,Totale,2023,18142,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,30101358,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y0,0 anni,99,Totale,2023,395348,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y1,1 anni,99,Totale,2023,402454,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y2,2 anni,99,Totale,2023,409723,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y3,3 anni,99,Totale,2023,427219,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y4,4 anni,99,Totale,2023,446724,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y5,5 anni,99,Totale,2023,466622,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y6,6 anni,99,Totale,2023,480331,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y7,7 anni,99,Totale,2023,492439,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y8,8 anni,99,Totale,2023,507021,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y9,9 anni,99,Totale,2023,514405,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y10,10 anni,99,Totale,2023,536684,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y11,11 anni,99,Totale,2023,545883,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y12,12 anni,99,Totale,2023,561463,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y13,13 anni,99,Totale,2023,570248,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y14,14 anni,99,Totale,2023,577610,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y15,15 anni,99,Totale,2023,576554,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y16,16 anni,99,Totale,2023,578184,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y17,17 anni,99,Totale,2023,575678,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y18,18 anni,99,Totale,2023,583849,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y19,19 anni,99,Totale,2023,573950,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y20,20 anni,99,Totale,2023,572120,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y21,21 anni,99,Totale,2023,580839,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y22,22 anni,99,Totale,2023,594004,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y23,23 anni,99,Totale,2023,589609,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y24,24 anni,99,Totale,2023,594985,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y25,25 anni,99,Totale,2023,593318,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y26,26 anni,99,Totale,2023,595016,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y27,27 anni,99,Totale,2023,592381,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y28,28 anni,99,Totale,2023,598463,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y29,29 anni,99,Totale,2023,609079,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y30,30 anni,99,Totale,2023,634504,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y31,31 anni,99,Totale,2023,632816,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y32,32 anni,99,Totale,2023,645395,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y33,33 anni,99,Totale,2023,643607,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y34,34 anni,99,Totale,2023,659658,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y35,35 anni,99,Totale,2023,647219,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y36,36 anni,99,Totale,2023,650419,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y37,37 anni,99,Totale,2023,670493,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y38,38 anni,99,Totale,2023,683670,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y39,39 anni,99,Totale,2023,695805,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y40,40 anni,99,Totale,2023,719837,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y41,41 anni,99,Totale,2023,724145,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y42,42 anni,99,Totale,2023,742175,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y43,43 anni,99,Totale,2023,765477,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y44,44 anni,99,Totale,2023,805469,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y45,45 anni,99,Totale,2023,831600,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y46,46 anni,99,Totale,2023,867345,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y47,47 anni,99,Totale,2023,908032,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y48,48 anni,99,Totale,2023,943929,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y49,49 anni,99,Totale,2023,937961,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y50,50 anni,99,Totale,2023,946521,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y51,51 anni,99,Totale,2023,954906,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y52,52 anni,99,Totale,2023,945467,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y53,53 anni,99,Totale,2023,969444,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y54,54 anni,99,Totale,2023,960599,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y55,55 anni,99,Totale,2023,963483,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y56,56 anni,99,Totale,2023,971297,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y57,57 anni,99,Totale,2023,967372,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y58,58 anni,99,Totale,2023,978146,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y59,59 anni,99,Totale,2023,915364,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y60,60 anni,99,Totale,2023,881514,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y61,61 anni,99,Totale,2023,860716,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y62,62 anni,99,Totale,2023,831213,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y63,63 anni,99,Totale,2023,807375,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y64,64 anni,99,Totale,2023,768096,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y65,65 anni,99,Totale,2023,756673,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y66,66 anni,99,Totale,2023,738066,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y67,67 anni,99,Totale,2023,720434,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y68,68 anni,99,Totale,2023,704963,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y69,69 anni,99,Totale,2023,669137,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y70,70 anni,99,Totale,2023,653812,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y71,71 anni,99,Totale,2023,646480,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y72,72 anni,99,Totale,2023,663563,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y73,73 anni,99,Totale,2023,660116,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y74,74 anni,99,Totale,2023,679900,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y75,75 anni,99,Totale,2023,654437,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y76,76 anni,99,Totale,2023,642858,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y77,77 anni,99,Totale,2023,486373,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y78,78 anni,99,Totale,2023,490007,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y79,79 anni,99,Totale,2023,481182,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y80,80 anni,99,Totale,2023,464117,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y81,81 anni,99,Totale,2023,452491,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y82,82 anni,99,Totale,2023,479144,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y83,83 anni,99,Totale,2023,450847,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y84,84 anni,99,Totale,2023,413429,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y85,85 anni,99,Totale,2023,357473,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y86,86 anni,99,Totale,2023,309600,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y87,87 anni,99,Totale,2023,289973,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y88,88 anni,99,Totale,2023,253452,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y89,89 anni,99,Totale,2023,217248,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y90,90 anni,99,Totale,2023,183477,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y91,91 anni,99,Totale,2023,155804,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y92,92 anni,99,Totale,2023,134896,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y93,93 anni,99,Totale,2023,100596,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y94,94 anni,99,Totale,2023,77637,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y95,95 anni,99,Totale,2023,58882,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y96,96 anni,99,Totale,2023,42623,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y97,97 anni,99,Totale,2023,30356,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y98,98 anni,99,Totale,2023,20999,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y99,99 anni,99,Totale,2023,14528,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y_GE100,100 anni e più,99,Totale,2023,21872,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,58850717,e,Dato stimato
